0.003;0.000;0.000;0.500;0.000;0.937;00.0;00.0;-51.825;-27.226;0.313;0.322;0.342;0.376;0.434;0.553;0.804;1.000;1.000;0.728;0.078;0.042;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.018;0.020;0.024;0.031;0.047;0.099;1.000;1.000;0.768;0.559;0.450;0.386;0.347;0.325;0.314;0
0.337;0.000;0.000;0.500;0.000;0.931;00.0;00.0;-58.996;-27.750;0.320;0.328;0.347;0.386;0.456;0.578;1.000;1.000;1.000;0.653;0.084;0.042;0.029;0.023;0.019;0.017;0.015;0.015;0.015;0.015;0.015;0.017;0.019;0.023;0.029;0.042;0.084;1.000;1.000;0.826;0.591;0.471;0.402;0.360;0.335;0.323;0
0.343;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.433;-27.777;0.321;0.329;0.348;0.388;0.458;0.581;1.000;1.000;1.000;0.644;0.084;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.084;1.000;1.000;0.827;0.591;0.472;0.402;0.360;0.335;0.323;0
0.346;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.433;-27.777;0.321;0.329;0.348;0.388;0.458;0.581;1.000;1.000;1.000;0.644;0.084;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.084;1.000;1.000;0.827;0.591;0.472;0.402;0.360;0.335;0.323;0
0.350;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.433;-27.777;0.321;0.329;0.348;0.388;0.458;0.581;1.000;1.000;1.000;0.644;0.084;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.084;1.000;1.000;0.827;0.591;0.472;0.402;0.360;0.335;0.323;0
0.355;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.433;-27.777;0.321;0.329;0.348;0.388;0.458;0.581;1.000;1.000;1.000;0.644;0.084;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.084;1.000;1.000;0.827;0.591;0.472;0.402;0.360;0.335;0.323;0
0.359;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.433;-27.777;0.321;0.329;0.348;0.388;0.458;0.581;1.000;1.000;1.000;0.644;0.084;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.084;1.000;1.000;0.827;0.591;0.472;0.402;0.360;0.335;0.323;0
0.364;0.000;0.000;0.500;0.000;0.895;00.0;00.0;-59.870;-27.803;0.321;0.329;0.348;0.389;0.460;0.583;1.000;1.000;1.000;0.636;0.085;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.085;1.000;1.000;0.828;0.592;0.472;0.403;0.361;0.336;0.323;0
0.369;0.000;0.000;0.500;0.000;0.894;00.0;00.0;-59.870;-27.803;0.321;0.329;0.348;0.389;0.460;0.583;1.000;1.000;1.000;0.636;0.085;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.085;1.000;1.000;0.828;0.592;0.472;0.403;0.361;0.336;0.323;0
0.374;0.000;0.000;0.500;0.000;0.894;00.0;00.0;-59.870;-27.803;0.321;0.329;0.348;0.389;0.460;0.583;1.000;1.000;1.000;0.636;0.085;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.085;1.000;1.000;0.828;0.592;0.472;0.403;0.361;0.336;0.323;0
0.378;0.000;0.000;0.500;0.000;0.894;00.0;00.0;-59.870;-27.803;0.321;0.329;0.348;0.389;0.460;0.583;1.000;1.000;1.000;0.636;0.085;0.043;0.029;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.029;0.043;0.085;1.000;1.000;0.828;0.592;0.472;0.403;0.361;0.336;0.323;0
0.383;0.000;0.000;0.500;0.000;0.894;00.0;00.0;-60.305;-27.830;0.322;0.329;0.348;0.391;0.462;0.585;1.000;1.000;1.000;0.627;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.829;0.593;0.473;0.403;0.361;0.336;0.324;0
0.387;0.000;0.000;0.500;0.000;0.893;00.0;00.0;-60.305;-27.830;0.322;0.329;0.348;0.391;0.462;0.585;1.000;1.000;1.000;0.627;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.829;0.593;0.473;0.403;0.361;0.336;0.324;0
0.392;0.000;0.000;0.500;0.000;0.893;00.0;00.0;-60.305;-27.830;0.322;0.329;0.348;0.391;0.462;0.585;1.000;1.000;1.000;0.627;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.829;0.593;0.473;0.403;0.361;0.336;0.324;0
0.396;0.000;0.000;0.500;0.000;0.893;00.0;00.0;-60.305;-27.830;0.322;0.329;0.348;0.391;0.462;0.585;1.000;1.000;1.000;0.627;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.829;0.593;0.473;0.403;0.361;0.336;0.324;0
0.401;0.000;0.000;0.500;0.000;0.893;00.0;00.0;-60.740;-27.857;0.322;0.330;0.350;0.393;0.464;0.588;1.000;1.000;1.000;0.618;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.830;0.594;0.473;0.404;0.362;0.337;0.324;0
0.405;0.000;0.000;0.500;0.000;0.892;00.0;00.0;-60.740;-27.857;0.322;0.330;0.350;0.393;0.464;0.588;1.000;1.000;1.000;0.618;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.830;0.594;0.473;0.404;0.362;0.337;0.324;0
0.410;0.000;0.000;0.500;0.000;0.892;00.0;00.0;-60.740;-27.857;0.322;0.330;0.350;0.393;0.464;0.588;1.000;1.000;1.000;0.618;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.830;0.594;0.473;0.404;0.362;0.337;0.324;0
0.415;0.000;0.000;0.500;0.000;0.892;00.0;00.0;-60.740;-27.857;0.322;0.330;0.350;0.393;0.464;0.588;1.000;1.000;1.000;0.618;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.830;0.594;0.473;0.404;0.362;0.337;0.324;0
0.420;0.000;0.000;0.500;0.000;0.892;00.0;00.0;-60.740;-27.857;0.322;0.330;0.350;0.393;0.464;0.588;1.000;1.000;1.000;0.618;0.085;0.043;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.085;1.000;1.000;0.830;0.594;0.473;0.404;0.362;0.337;0.324;0
0.424;0.000;0.000;0.500;0.000;0.892;00.0;00.0;-61.174;-27.884;0.322;0.330;0.351;0.394;0.465;0.590;1.000;1.000;1.000;0.610;0.086;0.044;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.086;1.000;1.000;0.831;0.594;0.474;0.404;0.362;0.337;0.325;0
0.429;0.000;0.000;0.500;0.000;0.891;00.0;00.0;-61.174;-27.884;0.322;0.330;0.351;0.394;0.465;0.590;1.000;1.000;1.000;0.610;0.086;0.044;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.086;1.000;1.000;0.831;0.594;0.474;0.404;0.362;0.337;0.325;0
0.434;0.000;0.000;0.500;0.000;0.891;00.0;00.0;-61.174;-27.884;0.322;0.330;0.351;0.394;0.465;0.590;1.000;1.000;1.000;0.610;0.086;0.044;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.086;1.000;1.000;0.831;0.594;0.474;0.404;0.362;0.337;0.325;0
0.438;0.000;0.000;0.500;0.000;0.891;00.0;00.0;-61.174;-27.884;0.322;0.330;0.351;0.394;0.465;0.590;1.000;1.000;1.000;0.610;0.086;0.044;0.030;0.023;0.019;0.017;0.016;0.015;0.015;0.015;0.016;0.017;0.019;0.023;0.030;0.043;0.086;1.000;1.000;0.831;0.594;0.474;0.404;0.362;0.337;0.325;0
